A-17796,NRRL,Absidia,sp.,,,FALSE,1970-01-30,"NRRL isolate",,"Corn (sample f4448a)",,,FALSE,FALSE,TRUE
A-17803,NRRL,Absidia,sp.,,,FALSE,1970-01-30,"NRRL isolate",,"Corn (sample f4440)",,,FALSE,FALSE,TRUE
A-13173,NRRL,Absidia,corymbifera,,,FALSE,1964-05-26,"R. Graves, NRRL isolate",R79-32,"Food, Refrigerated dough",,,FALSE,FALSE,TRUE
A-13174,NRRL,Absidia,corymbifera,,,FALSE,1964-05-26,"R. Graves, NRRL isolate",R85-32,"Food, Refrigerated dough",,,FALSE,FALSE,TRUE
A-17812,NRRL,Absidia,sp.,,,FALSE,1970-01-30,"NRRL isolate",,"Corn (sample f4433b)",,,FALSE,FALSE,TRUE
A-10163,NRRL,Absidia,corymbifera,,,FALSE,1960-09-13,"A.K. Smith, NRRL isolate","Aks 26a(c)",ffd,,,FALSE,FALSE,TRUE
A-10164,NRRL,Absidia,corymbifera,,,FALSE,1960-09-13,"A.K. Smith, NRRL isolate","Aks 27a",ffd,,,FALSE,FALSE,TRUE
A-10165,NRRL,Absidia,corymbifera,,,FALSE,1960-09-13,"A.K. Smith, NRRL isolate","Aks 29a",ffd,,,FALSE,FALSE,TRUE
A-13651,NRRL,Absidia,spinosa,,,FALSE,1965-03-12,"B.S. Mehrotra, University of Allahabad, India","Absidia spinosa = mx-47",,,,FALSE,FALSE,TRUE
A-16423,NRRL,Absidia,ramosa,,,FALSE,1968-07-03,"NRRL isolate",,"Corn (sample 3978)",,,FALSE,FALSE,TRUE
A-17092,NRRL,Absidia,ramosa,,,FALSE,1969-03-04,"P. Lynch, Dairy Cattle Research Branch, ARS, Beltsville, Maryland","Absidia sp","Moldy corn",,,FALSE,FALSE,TRUE
A-17093,NRRL,Absidia,ramosa,,,FALSE,1969-03-04,"P. Lynch, Dairy Cattle Research Branch, ARS, Beltsville, Maryland","Absidia sp","Moldy corn",,,FALSE,FALSE,TRUE
A-17815,NRRL,Absidia,sp.,,,FALSE,1970-01-30,"NRRL isolate",,"Corn (sample f4438b)",,,FALSE,FALSE,TRUE
A-18038,NRRL,Absidia,sp.,,,FALSE,1970-07-14,"NRRL isolate",,"Corn (sample f4530)",,,FALSE,FALSE,TRUE
A-18042,NRRL,Absidia,sp.,,,FALSE,1970-07-14,"NRRL isolate",,"Corn (sample f4529)",,,FALSE,FALSE,TRUE
A-9974,NRRL,Absidia,corymbifera,,,FALSE,1960-07-12,"WM. B. Cooke, Public Health Service, Cincinnati, Ohio","Lc 7-1",Soil,"Bottom of a small lagoon",,FALSE,FALSE,TRUE
A-16127,NRRL,Absidia,glauca,,,FALSE,1968-04-16,"J.E. Wright, University of Buenos Aires, Argentina",164,"Culture of Isaria sp.",,Argentina,FALSE,FALSE,TRUE
A-15664,NRRL,Absidia,corymbifera,,,FALSE,1967-06-28,"NRRL isolate",,"Food, Pillsbury Buttermilk Biscuits",,,FALSE,FALSE,TRUE
A-18249,NRRL,Absidia,sp.,,,FALSE,1970-11-02,"NRRL isolate",,"Corn (sample 4534)",,,FALSE,FALSE,TRUE
A-18251,NRRL,Absidia,sp.,,,FALSE,1970-11-02,"NRRL isolate",,"Corn (sample 4545)",,,FALSE,FALSE,TRUE
A-25982,NRRL,Absidia,corymbifera,,,FALSE,1982-06-21,"American Type Culture Collection, Rockville, MD","Absidia griseola = atcc 20431",,,,FALSE,TRUE,TRUE
A-16142,NRRL,Absidia,glauca,,,FALSE,1968-04-24,"C.W. Hesseltine",B51,Soil,,,FALSE,FALSE,TRUE
A-16143,NRRL,Absidia,orchidis,,,FALSE,1968-04-24,"C.W. Hesseltine",B52,Soil,,,FALSE,FALSE,TRUE
A-16145,NRRL,Absidia,spinosa,,,FALSE,1968-04-24,"C.W. Hesseltine",B54,Soil,,,FALSE,FALSE,TRUE
A-16147,NRRL,Absidia,ramosa,,,FALSE,1968-04-24,"C.W. Hesseltine",B56,"Horse dung",,,FALSE,FALSE,TRUE
A-16480,NRRL,Absidia,ramosa,,,FALSE,1968-08-19,"NRRL isolate",,"Corn (sample f3994)",,,FALSE,FALSE,TRUE
A-16148,NRRL,Absidia,corymbifera,,,FALSE,1968-04-24,"C.W. Hesseltine",B57,"Plant, leaf mold",,,FALSE,FALSE,TRUE
A-16481,NRRL,Absidia,ramosa,,,FALSE,1968-08-19,"NRRL isolate",,"Corn (sample f3996)",,,FALSE,FALSE,TRUE
A-18260,NRRL,Absidia,sp.,,,FALSE,1970-11-16,"NRRL isolate",,"Wheat (sample 5501)",,,FALSE,FALSE,TRUE
A-16149,NRRL,Absidia,coerulea,,,FALSE,1968-04-24,"C.W. Hesseltine",B59,Soil,,,FALSE,FALSE,TRUE
A-16151,NRRL,Absidia,ramosa,,,FALSE,1968-04-24,"C.W. Hesseltine",B61,"Plant leaf, Hawthorn",,,FALSE,FALSE,TRUE
